country,year,democracy,monarchy
Mexico,2007,democracy,republic
Mexico,2008,democracy,republic
Mexico,2009,democracy,republic
Mexico,2010,democracy,republic
Mexico,2011,democracy,republic
Mexico,2012,democracy,republic
Belize,2000,democracy,monarchy
Belize,2001,democracy,monarchy
Belize,2002,democracy,monarchy
Belize,2003,democracy,monarchy
Belize,2004,democracy,monarchy
Belize,2005,democracy,monarchy
Belize,2006,democracy,monarchy
Belize,2007,democracy,monarchy
Belize,2008,democracy,monarchy
Belize,2009,democracy,monarchy
Belize,2010,democracy,monarchy
Belize,2011,democracy,monarchy
Belize,2012,democracy,monarchy
Guatemala,2000,democracy,republic
Guatemala,2001,democracy,republic
Guatemala,2002,democracy,republic
Guatemala,2003,democracy,republic
Guatemala,2004,democracy,republic
Guatemala,2005,democracy,republic
Guatemala,2006,democracy,republic
Guatemala,2007,democracy,republic
Guatemala,2008,democracy,republic
Guatemala,2009,democracy,republic
Guatemala,2010,democracy,republic
Guatemala,2011,democracy,republic
Guatemala,2012,democracy,republic
Honduras,2000,democracy,republic
Honduras,2001,democracy,republic
Honduras,2002,democracy,republic
Honduras,2003,democracy,republic
Honduras,2004,democracy,republic
Honduras,2005,democracy,republic
Honduras,2006,democracy,republic
Honduras,2007,democracy,republic
Honduras,2008,democracy,republic
Honduras,2009,autocracy,N/A
Honduras,2010,democracy,republic
Honduras,2011,democracy,republic
Honduras,2012,democracy,republic
Nicaragua,2000,democracy,republic
Nicaragua,2001,democracy,republic
Nicaragua,2002,democracy,republic
Nicaragua,2003,democracy,republic
Nicaragua,2004,democracy,republic
Nicaragua,2005,democracy,republic
Nicaragua,2006,democracy,republic
Nicaragua,2007,democracy,republic
Nicaragua,2008,democracy,republic
Nicaragua,2009,democracy,republic
Nicaragua,2010,democracy,republic
Nicaragua,2011,democracy,republic
Nicaragua,2012,democracy,republic
Panama,2000,democracy,republic
Panama,2001,democracy,republic
Panama,2002,democracy,republic
Panama,2003,democracy,republic
Panama,2004,democracy,republic
Panama,2005,democracy,republic
Panama,2006,democracy,republic
Panama,2007,democracy,republic
Panama,2008,democracy,republic
Panama,2009,democracy,republic
Panama,2010,democracy,republic
Panama,2011,democracy,republic
Panama,2012,democracy,republic
Colombia,2000,democracy,republic
Colombia,2001,democracy,republic
Colombia,2002,democracy,republic
Colombia,2003,democracy,republic
Colombia,2004,democracy,republic
Colombia,2005,democracy,republic
Colombia,2006,democracy,republic
Colombia,2007,democracy,republic
Colombia,2008,democracy,republic
Colombia,2009,democracy,republic
Colombia,2010,democracy,republic
Colombia,2011,democracy,republic
Colombia,2012,democracy,republic
Guyana,2000,democracy,republic
Guyana,2001,democracy,republic
Guyana,2002,democracy,republic
Guyana,2003,democracy,republic
Guyana,2004,democracy,republic
Guyana,2005,democracy,republic
Guyana,2006,democracy,republic
Guyana,2007,democracy,republic
Guyana,2008,democracy,republic
Guyana,2009,democracy,republic
Guyana,2010,democracy,republic
Guyana,2011,democracy,republic
Guyana,2012,democracy,republic
Suriname,2000,democracy,republic
Suriname,2001,democracy,republic
Suriname,2002,democracy,republic
Suriname,2003,democracy,republic
Suriname,2004,democracy,republic
Suriname,2005,democracy,republic
Suriname,2006,democracy,republic
Suriname,2007,democracy,republic
Suriname,2008,democracy,republic
Suriname,2009,democracy,republic
Suriname,2010,democracy,republic
Suriname,2011,democracy,republic
Suriname,2012,democracy,republic
Ecuador,2000,autocracy,N/A
Ecuador,2001,autocracy,N/A
Ecuador,2002,autocracy,N/A
Ecuador,2003,democracy,republic
Ecuador,2004,democracy,republic
Ecuador,2005,democracy,republic
Ecuador,2006,democracy,republic
Ecuador,2007,democracy,republic
Ecuador,2008,democracy,republic
Ecuador,2009,democracy,republic
Ecuador,2010,democracy,republic
Ecuador,2011,democracy,republic
Ecuador,2012,democracy,republic
Peru,2000,autocracy,N/A
Peru,2001,democracy,republic
Peru,2002,democracy,republic
Peru,2003,democracy,republic
Peru,2004,democracy,republic
Peru,2005,democracy,republic
Peru,2006,democracy,republic
Peru,2007,democracy,republic
Peru,2008,democracy,republic
Peru,2009,democracy,republic
Peru,2010,democracy,republic
Peru,2011,democracy,republic
Peru,2012,democracy,republic
Brazil,2000,democracy,republic
Brazil,2001,democracy,republic
Brazil,2002,democracy,republic
Brazil,2003,democracy,republic
Brazil,2004,democracy,republic
Brazil,2005,democracy,republic
Brazil,2006,democracy,republic
Brazil,2007,democracy,republic
Brazil,2008,democracy,republic
Brazil,2009,democracy,republic
Brazil,2010,democracy,republic
Brazil,2011,democracy,republic
Brazil,2012,democracy,republic
Paraguay,2000,autocracy,N/A
Paraguay,2001,autocracy,N/A
Paraguay,2002,autocracy,N/A
Paraguay,2003,democracy,republic
Paraguay,2004,democracy,republic
Paraguay,2005,democracy,republic
Paraguay,2006,democracy,republic
Paraguay,2007,democracy,republic
Paraguay,2008,democracy,republic
Paraguay,2009,democracy,republic
Paraguay,2010,democracy,republic
Paraguay,2011,democracy,republic
Paraguay,2012,democracy,republic
Chile,2000,democracy,republic
Chile,2001,democracy,republic
Chile,2002,democracy,republic
Chile,2003,democracy,republic
Chile,2004,democracy,republic
Chile,2005,democracy,republic
Chile,2006,democracy,republic
Chile,2007,democracy,republic
Chile,2008,democracy,republic
Chile,2009,democracy,republic
Chile,2010,democracy,republic
Chile,2011,democracy,republic
Chile,2012,democracy,republic
Argentina,2000,democracy,republic
Argentina,2001,democracy,republic
Argentina,2002,democracy,republic
Argentina,2003,democracy,republic
Argentina,2004,democracy,republic
Argentina,2005,democracy,republic
Argentina,2006,democracy,republic
Argentina,2007,democracy,republic
Argentina,2008,democracy,republic
Argentina,2009,democracy,republic
Argentina,2010,democracy,republic
Argentina,2011,democracy,republic
Argentina,2012,democracy,republic
Uruguay,2000,democracy,republic
Uruguay,2001,democracy,republic
Uruguay,2002,democracy,republic
Uruguay,2003,democracy,republic
Uruguay,2004,democracy,republic
Uruguay,2005,democracy,republic
Uruguay,2006,democracy,republic
Uruguay,2007,democracy,republic
Uruguay,2008,democracy,republic
Uruguay,2009,democracy,republic
Uruguay,2010,democracy,republic
Uruguay,2011,democracy,republic
Uruguay,2012,democracy,republic
Ireland,2000,democracy,republic
Ireland,2001,democracy,republic
Ireland,2002,democracy,republic
Ireland,2003,democracy,republic
Ireland,2004,democracy,republic
Ireland,2005,democracy,republic
Ireland,2006,democracy,republic
Ireland,2007,democracy,republic
Ireland,2008,democracy,republic
Ireland,2009,democracy,republic
Ireland,2010,democracy,republic
Ireland,2011,democracy,republic
Ireland,2012,democracy,republic
Belgium,2000,democracy,monarchy
Belgium,2001,democracy,monarchy
Belgium,2002,democracy,monarchy
Belgium,2003,democracy,monarchy
Belgium,2004,democracy,monarchy
Belgium,2005,democracy,monarchy
Belgium,2006,democracy,monarchy
Belgium,2007,democracy,monarchy
Belgium,2008,democracy,monarchy
Belgium,2009,democracy,monarchy
Belgium,2010,democracy,monarchy
Belgium,2011,democracy,monarchy
Belgium,2012,democracy,monarchy
Luxembourg,2000,democracy,monarchy
Luxembourg,2001,democracy,monarchy
Luxembourg,2002,democracy,monarchy
Luxembourg,2003,democracy,monarchy
Luxembourg,2004,democracy,monarchy
Luxembourg,2005,democracy,monarchy
Luxembourg,2006,democracy,monarchy
Luxembourg,2007,democracy,monarchy
Luxembourg,2008,democracy,monarchy
Luxembourg,2009,democracy,monarchy
Luxembourg,2010,democracy,monarchy
Luxembourg,2011,democracy,monarchy
Luxembourg,2012,democracy,monarchy
France,2000,democracy,republic
France,2001,democracy,republic
France,2002,democracy,republic
France,2003,democracy,republic
France,2004,democracy,republic
France,2005,democracy,republic
France,2006,democracy,republic
France,2007,democracy,republic
France,2008,democracy,republic
France,2009,democracy,republic
France,2010,democracy,republic
France,2011,democracy,republic
France,2012,democracy,republic
Switzerland,2000,democracy,republic
Switzerland,2001,democracy,republic
Switzerland,2002,democracy,republic
Switzerland,2003,democracy,republic
Switzerland,2004,democracy,republic
Switzerland,2005,democracy,republic
Switzerland,2006,democracy,republic
Switzerland,2007,democracy,republic
Switzerland,2008,democracy,republic
Switzerland,2009,democracy,republic
Switzerland,2010,democracy,republic
Switzerland,2011,democracy,republic
Switzerland,2012,democracy,republic
Spain,2000,democracy,monarchy
Spain,2001,democracy,monarchy
Spain,2002,democracy,monarchy
Spain,2003,democracy,monarchy
Spain,2004,democracy,monarchy
Spain,2005,democracy,monarchy
Spain,2006,democracy,monarchy
Spain,2007,democracy,monarchy
Spain,2008,democracy,monarchy
Spain,2009,democracy,monarchy
Spain,2010,democracy,monarchy
Spain,2011,democracy,monarchy
Spain,2012,democracy,monarchy
Andorra,2000,democracy,N/A
Andorra,2001,democracy,N/A
Andorra,2002,democracy,N/A
Andorra,2003,democracy,N/A
Andorra,2004,democracy,N/A
Andorra,2005,democracy,N/A
Andorra,2006,democracy,N/A
Andorra,2007,democracy,N/A
Andorra,2008,democracy,N/A
Andorra,2009,democracy,N/A
Andorra,2010,democracy,N/A
Andorra,2011,democracy,N/A
Andorra,2012,democracy,N/A
Portugal,2000,democracy,republic
Portugal,2001,democracy,republic
Portugal,2002,democracy,republic
Portugal,2003,democracy,republic
Portugal,2004,democracy,republic
Portugal,2005,democracy,republic
Portugal,2006,democracy,republic
Portugal,2007,democracy,republic
Portugal,2008,democracy,republic
Portugal,2009,democracy,republic
Portugal,2010,democracy,republic
Portugal,2011,democracy,republic
Portugal,2012,democracy,republic
Germany,2000,democracy,republic
Germany,2001,democracy,republic
Germany,2002,democracy,republic
Germany,2003,democracy,republic
Germany,2004,democracy,republic
Germany,2005,democracy,republic
Germany,2006,democracy,republic
Germany,2007,democracy,republic
Germany,2008,democracy,republic
Germany,2009,democracy,republic
Germany,2010,democracy,republic
Germany,2011,democracy,republic
Germany,2012,democracy,republic
Poland,2000,democracy,republic
Poland,2001,democracy,republic
Poland,2002,democracy,republic
Poland,2003,democracy,republic
Poland,2004,democracy,republic
Poland,2005,democracy,republic
Poland,2006,democracy,republic
Poland,2007,democracy,republic
Poland,2008,democracy,republic
Poland,2009,democracy,republic
Poland,2010,democracy,republic
Poland,2011,democracy,republic
Poland,2012,democracy,republic
Austria,2000,democracy,republic
Austria,2001,democracy,republic
Austria,2002,democracy,republic
Austria,2003,democracy,republic
Austria,2004,democracy,republic
Austria,2005,democracy,republic
Austria,2006,democracy,republic
Austria,2007,democracy,republic
Austria,2008,democracy,republic
Austria,2009,democracy,republic
Austria,2010,democracy,republic
Austria,2011,democracy,republic
Austria,2012,democracy,republic
Hungary,2000,democracy,republic
Hungary,2001,democracy,republic
Hungary,2002,democracy,republic
Hungary,2003,democracy,republic
Hungary,2004,democracy,republic
Hungary,2005,democracy,republic
Hungary,2006,democracy,republic
Hungary,2007,democracy,republic
Hungary,2008,democracy,republic
Hungary,2009,democracy,republic
Hungary,2010,democracy,republic
Hungary,2011,democracy,republic
Hungary,2012,democracy,republic
Italy,2000,democracy,republic
Italy,2001,democracy,republic
Italy,2002,democracy,republic
Italy,2003,democracy,republic
Italy,2004,democracy,republic
Italy,2005,democracy,republic
Italy,2006,democracy,republic
Italy,2007,democracy,republic
Italy,2008,democracy,republic
Italy,2009,democracy,republic
Italy,2010,democracy,republic
Italy,2011,democracy,republic
Italy,2012,democracy,republic
Malta,2000,democracy,republic
Malta,2001,democracy,republic
Malta,2002,democracy,republic
Malta,2003,democracy,republic
Malta,2004,democracy,republic
Malta,2005,democracy,republic
Malta,2006,democracy,republic
Malta,2007,democracy,republic
Malta,2008,democracy,republic
Malta,2009,democracy,republic
Malta,2010,democracy,republic
Malta,2011,democracy,republic
Malta,2012,democracy,republic
Albania,2000,democracy,republic
Albania,2001,democracy,republic
Albania,2002,democracy,republic
Albania,2003,democracy,republic
Albania,2004,democracy,republic
Albania,2005,democracy,republic
Albania,2006,democracy,republic
Albania,2007,democracy,republic
Albania,2008,democracy,republic
Albania,2009,democracy,republic
Albania,2010,democracy,republic
Albania,2011,democracy,republic
Albania,2012,democracy,republic
Serbia,2006,democracy,republic
Serbia,2007,democracy,republic
Serbia,2008,democracy,republic
Serbia,2009,democracy,republic
Serbia,2010,democracy,republic
Serbia,2011,democracy,republic
Serbia,2012,democracy,republic
Croatia,2000,democracy,republic
Croatia,2001,democracy,republic
Croatia,2002,democracy,republic
Croatia,2003,democracy,republic
Croatia,2004,democracy,republic
Croatia,2005,democracy,republic
Croatia,2006,democracy,republic
Croatia,2007,democracy,republic
Croatia,2008,democracy,republic
Croatia,2009,democracy,republic
Croatia,2010,democracy,republic
Croatia,2011,democracy,republic
Croatia,2012,democracy,republic
Montenegro,2006,democracy,republic
Montenegro,2007,democracy,republic
Montenegro,2008,democracy,republic
Montenegro,2009,democracy,republic
Montenegro,2010,democracy,republic
Montenegro,2011,democracy,republic
Montenegro,2012,democracy,republic
Slovenia,2000,democracy,republic
Slovenia,2001,democracy,republic
Slovenia,2002,democracy,republic
Slovenia,2003,democracy,republic
Slovenia,2004,democracy,republic
Slovenia,2005,democracy,republic
Slovenia,2006,democracy,republic
Slovenia,2007,democracy,republic
Slovenia,2008,democracy,republic
Slovenia,2009,democracy,republic
Slovenia,2010,democracy,republic
Slovenia,2011,democracy,republic
Slovenia,2012,democracy,republic
Greece,2000,democracy,republic
Greece,2001,democracy,republic
Greece,2002,democracy,republic
Greece,2003,democracy,republic
Greece,2004,democracy,republic
Greece,2005,democracy,republic
Greece,2006,democracy,republic
Greece,2007,democracy,republic
Greece,2008,democracy,republic
Greece,2009,democracy,republic
Greece,2010,democracy,republic
Greece,2011,democracy,republic
Greece,2012,democracy,republic
Cyprus,2000,democracy,republic
Cyprus,2001,democracy,republic
Cyprus,2002,democracy,republic
Cyprus,2003,democracy,republic
Cyprus,2004,democracy,republic
Cyprus,2005,democracy,republic
Cyprus,2006,democracy,republic
Cyprus,2007,democracy,republic
Cyprus,2008,democracy,republic
Cyprus,2009,democracy,republic
Cyprus,2010,democracy,republic
Cyprus,2011,democracy,republic
Cyprus,2012,democracy,republic
Bulgaria,2000,democracy,republic
Bulgaria,2001,democracy,republic
Bulgaria,2002,democracy,republic
Bulgaria,2003,democracy,republic
Bulgaria,2004,democracy,republic
Bulgaria,2005,democracy,republic
Bulgaria,2006,democracy,republic
Bulgaria,2007,democracy,republic
Bulgaria,2008,democracy,republic
Bulgaria,2009,democracy,republic
Bulgaria,2010,democracy,republic
Bulgaria,2011,democracy,republic
Bulgaria,2012,democracy,republic
Romania,2000,democracy,republic
Romania,2001,democracy,republic
Romania,2002,democracy,republic
Romania,2003,democracy,republic
Romania,2004,democracy,republic
Romania,2005,democracy,republic
Romania,2006,democracy,republic
Romania,2007,democracy,republic
Romania,2008,democracy,republic
Romania,2009,democracy,republic
Romania,2010,democracy,republic
Romania,2011,democracy,republic
Romania,2012,democracy,republic
Estonia,2000,democracy,republic
Estonia,2001,democracy,republic
Estonia,2002,democracy,republic
Estonia,2003,democracy,republic
Estonia,2004,democracy,republic
Estonia,2005,democracy,republic
Estonia,2006,democracy,republic
Estonia,2007,democracy,republic
Estonia,2008,democracy,republic
Estonia,2009,democracy,republic
Estonia,2010,democracy,republic
Estonia,2011,democracy,republic
Estonia,2012,democracy,republic
Latvia,2000,democracy,republic
Latvia,2001,democracy,republic
Latvia,2002,democracy,republic
Latvia,2003,democracy,republic
Latvia,2004,democracy,republic
Latvia,2005,democracy,republic
Latvia,2006,democracy,republic
Latvia,2007,democracy,republic
Latvia,2008,democracy,republic
Latvia,2009,democracy,republic
Latvia,2010,democracy,republic
Latvia,2011,democracy,republic
Latvia,2012,democracy,republic
Lithuania,2000,democracy,republic
Lithuania,2001,democracy,republic
Lithuania,2002,democracy,republic
Lithuania,2003,democracy,republic
Lithuania,2004,democracy,republic
Lithuania,2005,democracy,republic
Lithuania,2006,democracy,republic
Lithuania,2007,democracy,republic
Lithuania,2008,democracy,republic
Lithuania,2009,democracy,republic
Lithuania,2010,democracy,republic
